model,alg,workers,time,date,sccs,ustates,utrans,tstates,ttrans,initstates,selfloop,claimdead,claimfound,claimsuccess

bakery.6,tarjan,1,1.712257,2015-09-03.23:34:10,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,tarjan,1,0.280121,2015-09-03.23:34:11,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L1750L1750T1,tarjan,1,0.894379,2015-09-03.23:34:15,3,9198003,24528008,-1,-1,1,-1,-1,-1,-1
L350L350T4,tarjan,1,0.239184,2015-09-03.23:34:16,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
L4L4T16,tarjan,1,0.199368,2015-09-03.23:34:18,131071,3276775,9830300,-1,-1,1,-1,-1,-1,-1
leader_filters.7,tarjan,1,2.762652,2015-09-03.23:34:30,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,tarjan,1,0.243855,2015-09-03.23:34:32,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,tarjan,1,0.223415,2015-09-03.23:34:33,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,tarjan,1,0.222489,2015-09-03.23:34:35,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,tarjan,1,0.419128,2015-09-03.23:34:36,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,tarjan,1,1.999096,2015-09-03.23:34:42,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,tarjan,1,0.090766,2015-09-03.23:34:43,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,ufscc,1,4.13561,2015-09-03.23:34:51,2636212,11845035,40400559,11845035,40400559,1,0,7207804,21347721,11845034
cambridge.6,ufscc,1,1.13893,2015-09-03.23:34:53,8413,3354295,9483191,3354295,9483191,1,0,9724,6119173,3354294
L1750L1750T1,ufscc,1,2.436071,2015-09-03.23:34:58,3,9198003,24528008,9198003,24528008,1,0,6132000,9198006,9198002
L350L350T4,ufscc,1,1.030627,2015-09-03.23:35:01,31,3819231,11334492,3819231,11334492,1,0,3696000,3819262,3819230
L4L4T16,ufscc,1,0.848046,2015-09-03.23:35:03,131071,3276775,9830300,3276775,9830300,1,0,3145680,3407846,3276774
leader_filters.7,ufscc,1,4.930554,2015-09-03.23:35:17,26302351,26302351,91692858,26302351,91692858,1,0,65390508,0,26302350
Li10Lo200,ufscc,1,1.103403,2015-09-03.23:35:19,100,4000000,15200000,4000000,15200000,1,0,7199901,4000100,3999999
Li200Lo10,ufscc,1,1.040483,2015-09-03.23:35:22,40000,4000000,15960000,4000000,15960000,1,0,7920001,4040000,3999999
Li50Lo40,ufscc,1,1.044763,2015-09-03.23:35:25,2500,4000000,15840000,4000000,15840000,1,0,7837501,4002500,3999999
lup.3,ufscc,1,0.910555,2015-09-03.23:35:26,1,1948617,3621672,1948617,3621672,1,0,0,1673056,1948616
resistance.1,ufscc,1,5.106492,2015-09-03.23:35:35,3,13762624,32052024,13762624,32052024,1,0,1,18289400,13762623
sorter.3,ufscc,1,0.218693,2015-09-03.23:35:36,1177164,1288478,2740540,1288478,2740540,1,251094,1024992,175977,1288477
bakery.6,ufscc,64,0.655857,2015-09-03.23:35:40,2636212,11845035,40400559,12610441,42994796,178,0,7343263,23733452,11918081
cambridge.6,ufscc,64,0.151087,2015-09-03.23:35:42,8413,3354295,9483191,3473866,9862952,64,0,9861,6449321,3403770
L1750L1750T1,ufscc,64,1.151482,2015-09-03.23:35:45,3,9198003,24528008,36794019,93074076,66,0,21634391,39243444,32196241
L350L350T4,ufscc,64,0.253965,2015-09-03.23:35:47,31,3819231,11334492,6634755,19715158,82,0,6650682,7612860,5451616
L4L4T16,ufscc,64,0.075324,2015-09-03.23:35:48,131071,3276775,9830300,3404169,10209393,1131,0,3264885,3583156,3361352
leader_filters.7,ufscc,64,0.505783,2015-09-03.23:35:58,26302351,26302351,91692858,26617952,92803320,5398,0,66163659,0,26639661
Li10Lo200,ufscc,64,0.336527,2015-09-03.23:35:59,100,4000000,15200000,8041510,28991034,153,0,13364556,9122389,6504089
Li200Lo10,ufscc,64,0.29608,2015-09-03.23:36:01,40000,4000000,15960000,5785829,22642000,6168,0,11157733,6503585,4980682
Li50Lo40,ufscc,64,0.21105,2015-09-03.23:36:03,2500,4000000,15840000,5773549,22352227,1548,0,10944601,6385365,5022261
lup.3,ufscc,64,0.151159,2015-09-03.23:36:04,1,1948617,3621672,2378652,4481542,64,0,0,2484392,1997150
resistance.1,ufscc,64,1.886404,2015-09-03.23:36:09,3,13762624,32052024,21053494,49550846,64,0,1,31927665,17623180
sorter.3,ufscc,64,0.055083,2015-09-03.23:36:10,1177164,1288478,2740540,1420935,2990628,712,271796,1099132,196809,1422891
bakery.6,hong,1,40.785575,2015-09-03.23:36:55,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,1,2.202886,2015-09-03.23:36:58,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,1,66.702809,2015-09-03.23:39:46,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,1,7.072471,2015-09-03.23:40:05,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,1,59.501093,2015-09-03.23:41:06,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,1,0.983505,2015-09-03.23:44:28,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,1,3.878828,2015-09-03.23:44:36,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,1,14.165393,2015-09-03.23:44:50,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,hong,64,5.875088,2015-09-03.23:45:00,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,64,0.382214,2015-09-03.23:45:02,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,64,29.480333,2015-09-03.23:47:13,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,64,1.6715,2015-09-03.23:47:24,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,64,34.723742,2015-09-03.23:48:01,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,hong,64,40.683256,2015-09-03.23:48:43,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,hong,64,23.46726,2015-09-03.23:49:08,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,64,0.097859,2015-09-03.23:49:09,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,64,5.976471,2015-09-03.23:49:18,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,64,3.25574,2015-09-03.23:49:22,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,tarjan,1,1.720578,2015-09-03.23:49:28,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,tarjan,1,0.280975,2015-09-03.23:49:29,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L1750L1750T1,tarjan,1,0.885132,2015-09-03.23:49:33,3,9198003,24528008,-1,-1,1,-1,-1,-1,-1
L350L350T4,tarjan,1,0.253002,2015-09-03.23:49:34,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
L4L4T16,tarjan,1,0.195717,2015-09-03.23:49:36,131071,3276775,9830300,-1,-1,1,-1,-1,-1,-1
leader_filters.7,tarjan,1,2.733272,2015-09-03.23:49:48,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,tarjan,1,0.255582,2015-09-03.23:49:50,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,tarjan,1,0.224462,2015-09-03.23:49:51,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,tarjan,1,0.217726,2015-09-03.23:49:53,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,tarjan,1,0.414267,2015-09-03.23:49:54,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,tarjan,1,2.003753,2015-09-03.23:50:00,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,tarjan,1,0.09058,2015-09-03.23:50:01,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,ufscc,1,4.168436,2015-09-03.23:50:09,2636212,11845035,40400559,11845035,40400559,1,0,7207804,21347721,11845034
cambridge.6,ufscc,1,1.142727,2015-09-03.23:50:11,8413,3354295,9483191,3354295,9483191,1,0,9724,6119173,3354294
L1750L1750T1,ufscc,1,2.440786,2015-09-03.23:50:16,3,9198003,24528008,9198003,24528008,1,0,6132000,9198006,9198002
L350L350T4,ufscc,1,1.01559,2015-09-03.23:50:19,31,3819231,11334492,3819231,11334492,1,0,3696000,3819262,3819230
L4L4T16,ufscc,1,0.843989,2015-09-03.23:50:21,131071,3276775,9830300,3276775,9830300,1,0,3145680,3407846,3276774
leader_filters.7,ufscc,1,4.916368,2015-09-03.23:50:35,26302351,26302351,91692858,26302351,91692858,1,0,65390508,0,26302350
Li10Lo200,ufscc,1,1.126534,2015-09-03.23:50:38,100,4000000,15200000,4000000,15200000,1,0,7199901,4000100,3999999
Li200Lo10,ufscc,1,1.041138,2015-09-03.23:50:40,40000,4000000,15960000,4000000,15960000,1,0,7920001,4040000,3999999
Li50Lo40,ufscc,1,1.043092,2015-09-03.23:50:43,2500,4000000,15840000,4000000,15840000,1,0,7837501,4002500,3999999
lup.3,ufscc,1,0.901834,2015-09-03.23:50:44,1,1948617,3621672,1948617,3621672,1,0,0,1673056,1948616
resistance.1,ufscc,1,5.127451,2015-09-03.23:50:53,3,13762624,32052024,13762624,32052024,1,0,1,18289400,13762623
sorter.3,ufscc,1,0.218638,2015-09-03.23:50:54,1177164,1288478,2740540,1288478,2740540,1,251094,1024992,175977,1288477
bakery.6,ufscc,64,0.634698,2015-09-03.23:50:59,2636212,11845035,40400559,12520796,42578646,210,0,7353020,23299328,11926298
cambridge.6,ufscc,64,0.143783,2015-09-03.23:51:00,8413,3354295,9483191,3454336,9795640,64,0,9894,6387647,3398099
L1750L1750T1,ufscc,64,1.225992,2015-09-03.23:51:04,3,9198003,24528008,35535650,92752200,66,0,23322041,38821036,30609123
L350L350T4,ufscc,64,0.281017,2015-09-03.23:51:05,31,3819231,11334492,6348324,18735581,83,0,6324159,7253327,5158095
L4L4T16,ufscc,64,0.081388,2015-09-03.23:51:07,131071,3276775,9830300,3437614,10303615,1125,0,3290994,3636612,3376009
leader_filters.7,ufscc,64,0.505189,2015-09-03.23:51:16,26302351,26302351,91692858,26614105,92784419,5387,0,66149133,0,26635286
Li10Lo200,ufscc,64,0.334223,2015-09-03.23:51:18,100,4000000,15200000,8187304,29472666,153,0,13559514,9144077,6769075
Li200Lo10,ufscc,64,0.298188,2015-09-03.23:51:20,40000,4000000,15960000,5784867,22650611,6158,0,11168906,6506262,4975443
Li50Lo40,ufscc,64,0.203139,2015-09-03.23:51:21,2500,4000000,15840000,5614181,21729535,1548,0,10633934,6200946,4894655
lup.3,ufscc,64,0.153027,2015-09-03.23:51:22,1,1948617,3621672,2453262,4651613,64,0,0,2633516,2018097
resistance.1,ufscc,64,1.891498,2015-09-03.23:51:28,3,13762624,32052024,20770830,48982109,64,0,1,31339672,17642436
sorter.3,ufscc,64,0.052322,2015-09-03.23:51:28,1177164,1288478,2740540,1411215,2970548,716,270006,1095248,191345,1413949
bakery.6,hong,1,40.970034,2015-09-03.23:52:13,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,1,2.207426,2015-09-03.23:52:17,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,1,66.015715,2015-09-03.23:55:04,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,1,7.072477,2015-09-03.23:55:23,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,1,59.474506,2015-09-03.23:56:24,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,1,1.0562,2015-09-03.23:59:46,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,1,3.93564,2015-09-03.23:59:54,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,1,14.160114,2015-09-04.00:00:08,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,hong,64,6.461423,2015-09-04.00:00:19,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,64,0.385517,2015-09-04.00:00:20,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,64,28.592041,2015-09-04.00:02:30,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,64,1.664151,2015-09-04.00:02:42,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,64,34.259083,2015-09-04.00:03:18,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,hong,64,29.820683,2015-09-04.00:03:49,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,hong,64,27.169171,2015-09-04.00:04:18,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,64,0.097374,2015-09-04.00:04:19,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,64,5.903573,2015-09-04.00:04:29,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,64,3.78145,2015-09-04.00:04:33,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,tarjan,1,1.723391,2015-09-04.00:04:39,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,tarjan,1,0.276462,2015-09-04.00:04:40,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L1750L1750T1,tarjan,1,0.888045,2015-09-04.00:04:44,3,9198003,24528008,-1,-1,1,-1,-1,-1,-1
L350L350T4,tarjan,1,0.248147,2015-09-04.00:04:45,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
L4L4T16,tarjan,1,0.192556,2015-09-04.00:04:47,131071,3276775,9830300,-1,-1,1,-1,-1,-1,-1
leader_filters.7,tarjan,1,2.791197,2015-09-04.00:04:58,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,tarjan,1,0.246604,2015-09-04.00:05:00,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,tarjan,1,0.223946,2015-09-04.00:05:02,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,tarjan,1,0.220093,2015-09-04.00:05:04,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,tarjan,1,0.393421,2015-09-04.00:05:05,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,tarjan,1,2.049826,2015-09-04.00:05:11,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,tarjan,1,0.091266,2015-09-04.00:05:11,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,ufscc,1,4.123631,2015-09-04.00:05:20,2636212,11845035,40400559,11845035,40400559,1,0,7207804,21347721,11845034
cambridge.6,ufscc,1,1.143635,2015-09-04.00:05:22,8413,3354295,9483191,3354295,9483191,1,0,9724,6119173,3354294
L1750L1750T1,ufscc,1,2.431117,2015-09-04.00:05:27,3,9198003,24528008,9198003,24528008,1,0,6132000,9198006,9198002
L350L350T4,ufscc,1,1.018954,2015-09-04.00:05:30,31,3819231,11334492,3819231,11334492,1,0,3696000,3819262,3819230
L4L4T16,ufscc,1,0.842568,2015-09-04.00:05:32,131071,3276775,9830300,3276775,9830300,1,0,3145680,3407846,3276774
leader_filters.7,ufscc,1,4.904751,2015-09-04.00:05:46,26302351,26302351,91692858,26302351,91692858,1,0,65390508,0,26302350
Li10Lo200,ufscc,1,1.101561,2015-09-04.00:05:48,100,4000000,15200000,4000000,15200000,1,0,7199901,4000100,3999999
Li200Lo10,ufscc,1,1.042368,2015-09-04.00:05:51,40000,4000000,15960000,4000000,15960000,1,0,7920001,4040000,3999999
Li50Lo40,ufscc,1,1.041817,2015-09-04.00:05:54,2500,4000000,15840000,4000000,15840000,1,0,7837501,4002500,3999999
lup.3,ufscc,1,0.913861,2015-09-04.00:05:55,1,1948617,3621672,1948617,3621672,1,0,0,1673056,1948616
resistance.1,ufscc,1,5.104923,2015-09-04.00:06:04,3,13762624,32052024,13762624,32052024,1,0,1,18289400,13762623
sorter.3,ufscc,1,0.218271,2015-09-04.00:06:05,1177164,1288478,2740540,1288478,2740540,1,251094,1024992,175977,1288477
bakery.6,ufscc,64,0.649385,2015-09-04.00:06:09,2636212,11845035,40400559,12592849,42917326,202,0,7333618,23662248,11921460
cambridge.6,ufscc,64,0.155157,2015-09-04.00:06:10,8413,3354295,9483191,3440622,9753780,64,0,9854,6351047,3392879
L1750L1750T1,ufscc,64,1.016198,2015-09-04.00:06:14,3,9198003,24528008,33008222,85532854,66,0,20676247,35966844,28889763
L350L350T4,ufscc,64,0.284387,2015-09-04.00:06:16,31,3819231,11334492,6408151,18958418,82,0,6469830,7219312,5269276
L4L4T16,ufscc,64,0.074155,2015-09-04.00:06:17,131071,3276775,9830300,3361768,10082180,1132,0,3224916,3528881,3328383
leader_filters.7,ufscc,64,0.50658,2015-09-04.00:06:26,26302351,26302351,91692858,26597507,92731211,5412,0,66113807,0,26617404
Li10Lo200,ufscc,64,0.335032,2015-09-04.00:06:28,100,4000000,15200000,8429757,30520229,152,0,14079455,9536779,6903995
Li200Lo10,ufscc,64,0.311277,2015-09-04.00:06:30,40000,4000000,15960000,5787236,22664887,6163,0,11179576,6507601,4977710
Li50Lo40,ufscc,64,0.208714,2015-09-04.00:06:32,2500,4000000,15840000,5700965,22107175,1546,0,10835103,6325551,4946521
lup.3,ufscc,64,0.140364,2015-09-04.00:06:32,1,1948617,3621672,2323799,4375710,64,0,1,2385428,1990281
resistance.1,ufscc,64,2.051271,2015-09-04.00:06:38,3,13762624,32052024,22094123,52061066,64,0,2,33894929,18166135
sorter.3,ufscc,64,0.058613,2015-09-04.00:06:39,1177164,1288478,2740540,1406598,2959353,550,268733,1091145,190033,1409442
bakery.6,hong,1,40.759259,2015-09-04.00:07:23,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,1,2.235746,2015-09-04.00:07:27,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,1,66.597892,2015-09-04.00:10:15,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,1,7.149976,2015-09-04.00:10:34,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,1,59.664502,2015-09-04.00:11:35,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,1,0.973553,2015-09-04.00:14:57,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,1,3.906702,2015-09-04.00:15:05,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,1,14.241029,2015-09-04.00:15:19,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,hong,64,5.322863,2015-09-04.00:15:29,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,64,0.371621,2015-09-04.00:15:30,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,64,29.170406,2015-09-04.00:17:41,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,64,1.567535,2015-09-04.00:17:53,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,64,36.648911,2015-09-04.00:18:31,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,hong,64,31.807321,2015-09-04.00:19:04,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,hong,64,25.590597,2015-09-04.00:19:31,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,64,0.0932,2015-09-04.00:19:32,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,64,5.935357,2015-09-04.00:19:42,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,64,3.547504,2015-09-04.00:19:46,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,tarjan,1,1.722013,2015-09-04.00:19:52,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,tarjan,1,0.275893,2015-09-04.00:19:53,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L1750L1750T1,tarjan,1,0.865838,2015-09-04.00:19:57,3,9198003,24528008,-1,-1,1,-1,-1,-1,-1
L350L350T4,tarjan,1,0.251933,2015-09-04.00:19:58,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
L4L4T16,tarjan,1,0.196727,2015-09-04.00:20:00,131071,3276775,9830300,-1,-1,1,-1,-1,-1,-1
leader_filters.7,tarjan,1,2.758086,2015-09-04.00:20:12,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,tarjan,1,0.241918,2015-09-04.00:20:13,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,tarjan,1,0.226228,2015-09-04.00:20:15,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,tarjan,1,0.220097,2015-09-04.00:20:17,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,tarjan,1,0.407787,2015-09-04.00:20:18,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,tarjan,1,2.070453,2015-09-04.00:20:24,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,tarjan,1,0.089657,2015-09-04.00:20:25,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,ufscc,1,4.145438,2015-09-04.00:20:33,2636212,11845035,40400559,11845035,40400559,1,0,7207804,21347721,11845034
cambridge.6,ufscc,1,1.134819,2015-09-04.00:20:35,8413,3354295,9483191,3354295,9483191,1,0,9724,6119173,3354294
L1750L1750T1,ufscc,1,2.433712,2015-09-04.00:20:40,3,9198003,24528008,9198003,24528008,1,0,6132000,9198006,9198002
L350L350T4,ufscc,1,1.01648,2015-09-04.00:20:43,31,3819231,11334492,3819231,11334492,1,0,3696000,3819262,3819230
L4L4T16,ufscc,1,0.846108,2015-09-04.00:20:45,131071,3276775,9830300,3276775,9830300,1,0,3145680,3407846,3276774
leader_filters.7,ufscc,1,4.940469,2015-09-04.00:20:59,26302351,26302351,91692858,26302351,91692858,1,0,65390508,0,26302350
Li10Lo200,ufscc,1,1.097386,2015-09-04.00:21:01,100,4000000,15200000,4000000,15200000,1,0,7199901,4000100,3999999
Li200Lo10,ufscc,1,1.045283,2015-09-04.00:21:04,40000,4000000,15960000,4000000,15960000,1,0,7920001,4040000,3999999
Li50Lo40,ufscc,1,1.04765,2015-09-04.00:21:07,2500,4000000,15840000,4000000,15840000,1,0,7837501,4002500,3999999
lup.3,ufscc,1,0.901266,2015-09-04.00:21:08,1,1948617,3621672,1948617,3621672,1,0,0,1673056,1948616
resistance.1,ufscc,1,5.14464,2015-09-04.00:21:17,3,13762624,32052024,13762624,32052024,1,0,1,18289400,13762623
sorter.3,ufscc,1,0.220131,2015-09-04.00:21:18,1177164,1288478,2740540,1288478,2740540,1,251094,1024992,175977,1288477
bakery.6,ufscc,64,0.652337,2015-09-04.00:21:22,2636212,11845035,40400559,12748252,43380594,252,0,7360406,24099090,11921098
cambridge.6,ufscc,64,0.159595,2015-09-04.00:21:24,8413,3354295,9483191,3503894,9941618,64,0,9980,6522839,3408799
L1750L1750T1,ufscc,64,0.899065,2015-09-04.00:21:27,3,9198003,24528008,32780795,81631721,66,0,18681544,34441410,28508767
L350L350T4,ufscc,64,0.264647,2015-09-04.00:21:29,31,3819231,11334492,6436147,18866894,84,0,6288376,7239252,5339266
L4L4T16,ufscc,64,0.068077,2015-09-04.00:21:30,131071,3276775,9830300,3367927,10104055,1136,0,3232926,3536235,3334894
leader_filters.7,ufscc,64,0.498553,2015-09-04.00:21:39,26302351,26302351,91692858,26615026,92789290,5411,0,66152588,0,26636702
Li10Lo200,ufscc,64,0.344692,2015-09-04.00:21:41,100,4000000,15200000,8201130,29592889,154,0,13633350,9160334,6799205
Li200Lo10,ufscc,64,0.290242,2015-09-04.00:21:43,40000,4000000,15960000,5780760,22644338,6163,0,11165783,6499519,4979036
Li50Lo40,ufscc,64,0.201074,2015-09-04.00:21:45,2500,4000000,15840000,5719501,22120884,1547,0,10816872,6313014,4990998
lup.3,ufscc,64,0.142523,2015-09-04.00:21:46,1,1948617,3621672,2386292,4508299,64,0,0,2509983,1998316
resistance.1,ufscc,64,3.758581,2015-09-04.00:21:53,3,13762624,32052024,25887318,61250947,64,0,4,40684835,20566108
sorter.3,ufscc,64,0.057185,2015-09-04.00:21:54,1177164,1288478,2740540,1438452,3019804,619,273694,1107436,197292,1441382
bakery.6,hong,1,40.775119,2015-09-04.00:22:38,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,1,2.199167,2015-09-04.00:22:42,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,1,65.997493,2015-09-04.00:25:29,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,1,6.999328,2015-09-04.00:25:48,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,1,59.43634,2015-09-04.00:26:49,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,1,0.984857,2015-09-04.00:30:11,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,1,3.979055,2015-09-04.00:30:19,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,1,14.064971,2015-09-04.00:30:33,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,hong,64,4.782618,2015-09-04.00:30:42,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,hong,64,0.383384,2015-09-04.00:30:43,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
L350L350T4,hong,64,27.37038,2015-09-04.00:32:52,31,3819231,11334492,-1,-1,1,-1,-1,-1,-1
leader_filters.7,hong,64,1.514052,2015-09-04.00:33:04,26302351,26302351,91692858,-1,-1,1,-1,-1,-1,-1
Li10Lo200,hong,64,34.432821,2015-09-04.00:33:40,100,4000000,15200000,-1,-1,1,-1,-1,-1,-1
Li200Lo10,hong,64,42.567171,2015-09-04.00:34:24,40000,4000000,15960000,-1,-1,1,-1,-1,-1,-1
Li50Lo40,hong,64,21.932203,2015-09-04.00:34:48,2500,4000000,15840000,-1,-1,1,-1,-1,-1,-1
lup.3,hong,64,0.098242,2015-09-04.00:34:48,1,1948617,3621672,-1,-1,1,-1,-1,-1,-1
resistance.1,hong,64,4.93696,2015-09-04.00:34:57,3,13762624,32052024,-1,-1,1,-1,-1,-1,-1
sorter.3,hong,64,4.035705,2015-09-04.00:35:02,1177164,1288478,2740540,-1,-1,1,-1,-1,-1,-1
bakery.6,tarjan,1,1.724887,2015-09-04.00:35:07,2636212,11845035,40400559,-1,-1,1,-1,-1,-1,-1
cambridge.6,tarjan,1,0.275472,2015-09-04.00:35:09,8413,3354295,9483191,-1,-1,1,-1,-1,-1,-1
