model,alg,workers,time,date,sccs,ustates,utrans,tstates,ttrans,initstates,selfloop,claimdead,claimfound,claimsuccess

adding.3,tarjan,1,2.620,2015-11-24.15:11:55,1894376,1894376,2921634,1894376,2921634,1,-1,-1,-1,-1
adding.4,tarjan,1,4.250,2015-11-24.15:12:00,3370680,3370680,5201282,3370680,5201282,1,-1,-1,-1,-1
adding.5,tarjan,1,6.160,2015-11-24.15:12:07,5271456,5271456,8135364,5271456,8135364,1,-1,-1,-1,-1
adding.6,tarjan,1,9.030,2015-11-24.15:12:16,7609684,7609684,11746148,7609684,11746148,1,-1,-1,-1,-1
at.3,tarjan,1,6.920,2015-11-24.15:12:24,1,1711620,6075360,1711620,6075360,1,-1,-1,-1,-1
at.4,tarjan,1,27.150,2015-11-24.15:12:52,1,6597245,25470140,6597245,25470140,1,-1,-1,-1,-1
bakery.5,tarjan,1,27.330,2015-11-24.15:13:20,1000072,7866401,27018304,7866401,27018304,1,-1,-1,-1,-1
bakery.6,tarjan,1,43.100,2015-11-24.15:14:04,2636212,11845035,40400559,11845035,40400559,1,-1,-1,-1,-1
bopdp.3,tarjan,1,2.710,2015-11-24.15:14:08,1023793,1040953,2747408,1040953,2747408,1,-1,-1,-1,-1
brp2.6,tarjan,1,14.490,2015-11-24.15:14:24,25312,5742313,9058624,5742313,9058624,1,-1,-1,-1,-1
brp.4,tarjan,1,33.450,2015-11-24.15:14:58,1696242,12068447,25085950,12068447,25085950,1,-1,-1,-1,-1
brp.5,tarjan,1,44.970,2015-11-24.15:15:44,2500602,17740267,36903290,17740267,36903290,1,-1,-1,-1,-1
cambridge.6,tarjan,1,14.770,2015-11-24.15:16:01,8413,3354295,9483191,3354295,9483191,1,-1,-1,-1,-1
cambridge.7,tarjan,1,74.380,2015-11-24.15:17:17,127380,11465015,54850496,11465015,54850496,1,-1,-1,-1,-1
elevator2.3,tarjan,1,48.240,2015-11-24.15:18:06,1,7667712,55377920,7667712,55377920,1,-1,-1,-1,-1
elevator_planning.2,tarjan,1,84.990,2015-11-24.15:19:31,8,11428767,93278857,11428767,93278857,1,-1,-1,-1,-1
exit.1,tarjan,1,6.230,2015-11-24.15:19:39,3239334,3239334,7491035,3239334,7491035,1,-1,-1,-1,-1
exit.3,tarjan,1,5.650,2015-11-24.15:19:46,2356294,2356294,7047332,2356294,7047332,1,-1,-1,-1,-1
extinction.4,tarjan,1,6.930,2015-11-24.15:19:56,2001372,2001372,7116790,2001372,7116790,1,-1,-1,-1,-1
firewire_tree.5,tarjan,1,39.070,2015-11-24.15:21:36,3807023,3807023,18225703,3807023,18225703,1,-1,-1,-1,-1
fischer.3,tarjan,1,12.550,2015-11-24.15:21:49,1,2896705,12280586,2896705,12280586,1,-1,-1,-1,-1
fischer.4,tarjan,1,5.120,2015-11-24.15:21:55,1,1272254,4609671,1272254,4609671,1,-1,-1,-1,-1
fischer.6,tarjan,1,35.400,2015-11-24.15:22:32,1,8321728,33454191,8321728,33454191,1,-1,-1,-1,-1
frogs.4,tarjan,1,39.190,2015-11-24.15:23:12,17443219,17443219,36286061,17443219,36286061,1,-1,-1,-1,-1
iprotocol.3,tarjan,1,3.360,2015-11-24.15:23:16,244098,1013456,3412754,1013456,3412754,1,-1,-1,-1,-1
iprotocol.4,tarjan,1,10.390,2015-11-24.15:23:27,1037386,3290916,11071177,3290916,11071177,1,-1,-1,-1,-1
iprotocol.5,tarjan,1,96.430,2015-11-24.15:25:05,11018902,31071582,104572634,31071582,104572634,1,-1,-1,-1,-1
krebs.4,tarjan,1,4.230,2015-11-24.15:25:09,1047405,1047405,5246321,1047405,5246321,1,-1,-1,-1,-1
lamport.5,tarjan,1,3.560,2015-11-24.15:25:14,140496,1066800,3630664,1066800,3630664,1,-1,-1,-1,-1
lamport.6,tarjan,1,27.120,2015-11-24.15:25:42,1371572,8717688,31502176,8717688,31502176,1,-1,-1,-1,-1
lamport_nonatomic.4,tarjan,1,6.600,2015-11-24.15:25:53,1,1257304,5360727,1257304,5360727,1,-1,-1,-1,-1
lann.3,tarjan,1,8.730,2015-11-24.15:26:03,224688,1832139,8725188,1832139,8725188,1,-1,-1,-1,-1
leader_election.5,tarjan,1,37.300,2015-11-24.15:26:44,4803952,4803952,28064092,4803952,28064092,1,-1,-1,-1,-1
leader_filters.5,tarjan,1,3.850,2015-11-24.15:26:49,1572886,1572886,4684565,1572886,4684565,1,-1,-1,-1,-1
leader_filters.7,tarjan,1,67.810,2015-11-24.15:27:58,26302351,26302351,91692858,26302351,91692858,1,-1,-1,-1,-1
lifts.7,tarjan,1,18.070,2015-11-24.15:28:21,136013,5126781,13631916,5126781,13631916,1,-1,-1,-1,-1
lifts.8,tarjan,1,40.020,2015-11-24.15:29:07,1592420,12359648,31993172,12359648,31993172,1,-1,-1,-1,-1
lup.3,tarjan,1,5.420,2015-11-24.15:29:15,1,1948617,3621672,1948617,3621672,1,-1,-1,-1,-1
lup.4,tarjan,1,20.330,2015-11-24.15:29:37,1,7479540,13974930,7479540,13974930,1,-1,-1,-1,-1
msmie.4,tarjan,1,17.440,2015-11-24.15:30:06,414699,7125441,11056210,7125441,11056210,1,-1,-1,-1,-1
needham.4,tarjan,1,16.660,2015-11-24.15:30:26,6525019,6525019,22203081,6525019,22203081,1,-1,-1,-1,-1
peterson.4,tarjan,1,4.360,2015-11-24.15:30:31,29115,1119560,3864896,1119560,3864896,1,-1,-1,-1,-1
pgm_protocol.6,tarjan,1,12.290,2015-11-24.15:30:46,2659121,2659550,8510552,2659550,8510552,1,-1,-1,-1,-1
pgm_protocol.8,tarjan,1,11.430,2015-11-24.15:31:00,3067750,3069390,7125121,3069390,7125121,1,-1,-1,-1,-1
production_cell.5,tarjan,1,16.540,2015-11-24.15:31:18,1,4211856,13072120,4211856,13072120,1,-1,-1,-1,-1
public_subscribe.2,tarjan,1,6.290,2015-11-24.15:31:27,287436,1846603,6087556,1846603,6087556,1,-1,-1,-1,-1
public_subscribe.3,tarjan,1,6.530,2015-11-24.15:31:36,287436,1846603,6087556,1846603,6087556,1,-1,-1,-1,-1
public_subscribe.4,tarjan,1,6.760,2015-11-24.15:31:44,287436,1846603,6087556,1846603,6087556,1,-1,-1,-1,-1
resistance.1,tarjan,1,39.260,2015-11-24.15:32:24,3,13762624,32052024,13762624,32052024,1,-1,-1,-1,-1
rether.4,tarjan,1,3.330,2015-11-24.15:32:29,97332,1157052,1535386,1157052,1535386,1,-1,-1,-1,-1
rether.5,tarjan,1,7.990,2015-11-24.15:32:40,2,3017044,3302351,3017044,3302351,1,-1,-1,-1,-1
rether.6,tarjan,1,15.690,2015-11-24.15:32:58,478204,5919694,7822384,5919694,7822384,1,-1,-1,-1,-1
rether.7,tarjan,1,12.590,2015-11-24.15:33:13,2,4789409,5317199,4789409,5317199,1,-1,-1,-1,-1
schedule_world.2,tarjan,1,13.600,2015-11-24.15:33:28,26018,1570340,14308706,1570340,14308706,1,-1,-1,-1,-1
sorter.3,tarjan,1,2.730,2015-11-24.15:33:32,1177164,1288478,2740540,1288478,2740540,1,-1,-1,-1,-1
sorter.4,tarjan,1,24.580,2015-11-24.15:33:58,6857056,13184427,27051822,13184427,27051822,1,-1,-1,-1,-1
synapse.4,tarjan,1,6.960,2015-11-24.15:34:09,585635,2292286,4921830,2292286,4921830,1,-1,-1,-1,-1
synapse.7,tarjan,1,28.290,2015-11-24.15:34:43,2891451,10198141,19893297,10198141,19893297,1,-1,-1,-1,-1
szymanski.3,tarjan,1,4.970,2015-11-24.15:34:50,8,1128424,4234041,1128424,4234041,1,-1,-1,-1,-1
szymanski.4,tarjan,1,10.570,2015-11-24.15:35:02,8,2313863,8550392,2313863,8550392,1,-1,-1,-1,-1
telephony.4,tarjan,1,56.210,2015-11-24.15:36:01,411677,12291552,64110312,12291552,64110312,1,-1,-1,-1,-1
telephony.7,tarjan,1,97.680,2015-11-24.15:37:41,1218609,21960308,114070470,21960308,114070470,1,-1,-1,-1,-1
adding.3,ufscc,1,5.090,2015-11-24.15:37:47,1894376,1894376,2921634,1894376,2921635,1,0,1027259,0,1894376
adding.4,ufscc,1,8.820,2015-11-24.15:37:56,3370680,3370680,5201282,3370680,5201283,1,0,1830603,0,3370680
adding.5,ufscc,1,11.430,2015-11-24.15:38:08,5271456,5271456,8135364,5271456,8135365,1,0,2863909,0,5271456
adding.6,ufscc,1,18.200,2015-11-24.15:38:26,7609684,7609684,11746148,7609684,11746149,1,0,4136465,0,7609684
at.3,ufscc,1,12.770,2015-11-24.15:38:40,1,1711620,6075360,1711620,6075361,1,1700,0,4362041,1711620
at.4,ufscc,1,25.300,2015-11-24.15:39:07,1,6597245,25470140,6597245,25470141,1,1440,0,18871456,6597245
bakery.5,ufscc,1,27.310,2015-11-24.15:39:35,1000072,7866401,27018304,7866401,27018305,1,0,3270942,15880962,7866401
bakery.6,ufscc,1,40.270,2015-11-24.15:40:16,2636212,11845035,40400559,11845035,40400560,1,0,7207804,21347721,11845035
bopdp.3,ufscc,1,4.830,2015-11-24.15:40:23,1023793,1040953,2747408,1040953,2747409,1,0,1699436,7020,1040953
brp2.6,ufscc,1,14.230,2015-11-24.15:40:38,25312,5742313,9058624,5742313,9058625,1,0,11610,3304702,5742313
brp.4,ufscc,1,36.820,2015-11-24.15:41:16,1696242,12068447,25085950,12068447,25085951,1,0,1924503,11093001,12068447
brp.5,ufscc,1,46.670,2015-11-24.15:42:03,2500602,17740267,36903290,17740267,36903291,1,0,2838363,16324661,17740267
cambridge.6,ufscc,1,19.880,2015-11-24.15:42:25,8413,3354295,9483191,3354295,9483192,1,0,9724,6119173,3354295
cambridge.7,ufscc,1,76.300,2015-11-24.15:43:43,127380,11465015,54850496,11465015,54850497,1,0,383250,43002232,11465015
elevator2.3,ufscc,1,49.810,2015-11-24.15:44:34,1,7667712,55377920,7667712,55377921,1,0,0,47710209,7667712
elevator_planning.2,ufscc,1,82.020,2015-11-24.15:45:56,8,11428767,93278857,11428767,93278858,1,11428760,0,70421331,11428767
exit.1,ufscc,1,13.240,2015-11-24.15:46:11,3239334,3239334,7491035,3239334,7491036,1,0,4251702,0,3239334
exit.3,ufscc,1,8.490,2015-11-24.15:46:21,2356294,2356294,7047332,2356294,7047333,1,0,4691039,0,2356294
extinction.4,ufscc,1,9.920,2015-11-24.15:46:34,2001372,2001372,7116790,2001372,7116791,1,0,5115419,0,2001372
firewire_tree.5,ufscc,1,44.620,2015-11-24.15:48:20,3807023,3807023,18225703,3807023,18225704,1,0,14418681,0,3807023
fischer.3,ufscc,1,13.000,2015-11-24.15:48:33,1,2896705,12280586,2896705,12280587,1,3581,0,9380301,2896705
fischer.4,ufscc,1,6.380,2015-11-24.15:48:41,1,1272254,4609671,1272254,4609672,1,1023,0,3336395,1272254
fischer.6,ufscc,1,35.110,2015-11-24.15:49:17,1,8321728,33454191,8321728,33454192,1,2303,0,25130161,8321728
frogs.4,ufscc,1,51.810,2015-11-24.15:50:09,17443219,17443219,36286061,17443219,36286062,1,0,18842843,0,17443219
iprotocol.3,ufscc,1,5.260,2015-11-24.15:50:16,244098,1013456,3412754,1013456,3412755,1,0,1446131,953168,1013456
iprotocol.4,ufscc,1,19.380,2015-11-24.15:50:36,1037386,3290916,11071177,3290916,11071178,1,0,5058442,2721820,3290916
iprotocol.5,ufscc,1,110.650,2015-11-24.15:52:28,11018902,31071582,104572634,31071582,104572635,1,0,49699823,23801230,31071582
krebs.4,ufscc,1,11.140,2015-11-24.15:52:39,1047405,1047405,5246321,1047405,5246322,1,0,4198917,0,1047405
lamport.5,ufscc,1,5.260,2015-11-24.15:52:46,140496,1066800,3630664,1066800,3630665,1,0,663881,1899984,1066800
lamport.6,ufscc,1,35.300,2015-11-24.15:53:22,1371572,8717688,31502176,8717688,31502177,1,0,6170189,16614300,8717688
lamport_nonatomic.4,ufscc,1,11.240,2015-11-24.15:53:38,1,1257304,5360727,1257304,5360728,1,150786,0,3952638,1257304
lann.3,ufscc,1,16.180,2015-11-24.15:53:55,224688,1832139,8725188,1832139,8725189,1,0,780006,6113044,1832139
leader_election.5,ufscc,1,48.450,2015-11-24.15:54:47,4803952,4803952,28064092,4803952,28064093,1,0,23260141,0,4803952
leader_filters.5,ufscc,1,11.480,2015-11-24.15:55:00,1572886,1572886,4684565,1572886,4684566,1,0,3111680,0,1572886
leader_filters.7,ufscc,1,93.840,2015-11-24.15:56:35,26302351,26302351,91692858,26302351,91692859,1,0,65390508,0,26302351
lifts.7,ufscc,1,30.260,2015-11-24.15:57:11,136013,5126781,13631916,5126781,13631917,1,0,619376,7885760,5126781
lifts.8,ufscc,1,48.690,2015-11-24.15:58:05,1592420,12359648,31993172,12359648,31993173,1,0,4964865,14668660,12359648
lup.3,ufscc,1,9.510,2015-11-24.15:58:17,1,1948617,3621672,1948617,3621673,1,0,0,1673056,1948617
lup.4,ufscc,1,21.420,2015-11-24.15:58:41,1,7479540,13974930,7479540,13974931,1,0,0,6495391,7479540
msmie.4,ufscc,1,17.300,2015-11-24.15:59:09,414699,7125441,11056210,7125441,11056211,1,0,410802,3519968,7125441
needham.4,ufscc,1,26.260,2015-11-24.15:59:39,6525019,6525019,22203081,6525019,22203082,1,0,15678063,0,6525019
peterson.4,ufscc,1,7.250,2015-11-24.15:59:47,29115,1119560,3864896,1119560,3864897,1,0,159610,2585727,1119560
pgm_protocol.6,ufscc,1,16.890,2015-11-24.16:00:07,2659121,2659550,8510552,2659550,8510553,1,0,5850860,143,2659550
pgm_protocol.8,ufscc,1,15.680,2015-11-24.16:00:26,3067750,3069390,7125121,3069390,7125122,1,0,4055404,328,3069390
production_cell.5,ufscc,1,22.950,2015-11-24.16:00:50,1,4211856,13072120,4211856,13072121,1,0,0,8860265,4211856
public_subscribe.2,ufscc,1,8.040,2015-11-24.16:01:00,287436,1846603,6087556,1846603,6087557,1,0,1236937,3004017,1846603
public_subscribe.3,ufscc,1,8.280,2015-11-24.16:01:11,287436,1846603,6087556,1846603,6087557,1,0,1236937,3004017,1846603
public_subscribe.4,ufscc,1,8.610,2015-11-24.16:01:22,287436,1846603,6087556,1846603,6087557,1,0,1236937,3004017,1846603
resistance.1,ufscc,1,33.450,2015-11-24.16:01:56,3,13762624,32052024,13762624,32052025,1,0,1,18289400,13762624
rether.4,ufscc,1,4.660,2015-11-24.16:02:02,97332,1157052,1535386,1157052,1535387,1,0,74470,303865,1157052
rether.5,ufscc,1,8.420,2015-11-24.16:02:13,2,3017044,3302351,3017044,3302352,1,0,0,285308,3017044
rether.6,ufscc,1,16.710,2015-11-24.16:02:32,478204,5919694,7822384,5919694,7822385,1,0,297345,1605346,5919694
rether.7,ufscc,1,13.100,2015-11-24.16:02:49,2,4789409,5317199,4789409,5317200,1,0,0,527791,4789409
schedule_world.2,ufscc,1,15.440,2015-11-24.16:03:05,26018,1570340,14308706,1570340,14308707,1,0,1762345,10976022,1570340
sorter.3,ufscc,1,5.210,2015-11-24.16:03:12,1177164,1288478,2740540,1288478,2740541,1,251094,1024992,175977,1288478
sorter.4,ufscc,1,33.110,2015-11-24.16:03:46,6857056,13184427,27051822,13184427,27051823,1,2489359,4970538,6407499,13184427
synapse.4,ufscc,1,8.180,2015-11-24.16:03:59,585635,2292286,4921830,2292286,4921831,1,0,236176,2393369,2292286
synapse.7,ufscc,1,28.030,2015-11-24.16:04:32,2891451,10198141,19893297,10198141,19893298,1,0,1919413,7775744,10198141
szymanski.3,ufscc,1,6.310,2015-11-24.16:04:41,8,1128424,4234041,1128424,4234042,1,0,91850,3013768,1128424
szymanski.4,ufscc,1,11.140,2015-11-24.16:04:54,8,2313863,8550392,2313863,8550393,1,0,124766,6111764,2313863
telephony.4,ufscc,1,57.440,2015-11-24.16:05:54,411677,12291552,64110312,12291552,64110313,1,0,13922852,37895909,12291552
telephony.7,ufscc,1,106.260,2015-11-24.16:07:43,1218609,21960308,114070470,21960308,114070471,1,0,32000293,60109870,21960308
adding.3,renault,1,3.770,2015-11-24.16:07:47,1894376,1894376,2921634,1894376,2921634,1,-1,-1,-1,-1
adding.4,renault,1,5.810,2015-11-24.16:07:53,3370680,3370680,5201282,3370680,5201282,1,-1,-1,-1,-1
adding.5,renault,1,8.210,2015-11-24.16:08:01,5271456,5271456,8135364,5271456,8135364,1,-1,-1,-1,-1
adding.6,renault,1,11.240,2015-11-24.16:08:13,7609684,7609684,11746148,7609684,11746148,1,-1,-1,-1,-1
at.3,renault,1,8.560,2015-11-24.16:08:23,1,1711620,6075360,1711620,6075360,1,-1,-1,-1,-1
at.4,renault,1,36.900,2015-11-24.16:09:01,1,6597245,25470140,6597245,25470140,1,-1,-1,-1,-1
bakery.5,renault,1,37.570,2015-11-24.16:09:39,1000072,7866401,27018304,7866401,27018304,1,-1,-1,-1,-1
bakery.6,renault,1,45.910,2015-11-24.16:10:26,2636212,11845035,40400559,11845035,40400559,1,-1,-1,-1,-1
bopdp.3,renault,1,3.860,2015-11-24.16:10:31,1023793,1040953,2747408,1040953,2747408,1,-1,-1,-1,-1
brp2.6,renault,1,16.760,2015-11-24.16:10:49,25312,5742313,9058624,5742313,9058624,1,-1,-1,-1,-1
brp.4,renault,1,35.240,2015-11-24.16:11:25,1696242,12068447,25085950,12068447,25085950,1,-1,-1,-1,-1
brp.5,renault,1,52.280,2015-11-24.16:12:19,2500602,17740267,36903290,17740267,36903290,1,-1,-1,-1,-1
cambridge.6,renault,1,17.030,2015-11-24.16:12:37,8413,3354295,9483191,3354295,9483191,1,-1,-1,-1,-1
cambridge.7,renault,1,77.880,2015-11-24.16:13:57,127380,11465015,54850496,11465015,54850496,1,-1,-1,-1,-1
elevator2.3,renault,1,52.900,2015-11-24.16:14:50,1,7667712,55377920,7667712,55377920,1,-1,-1,-1,-1
elevator_planning.2,renault,1,96.130,2015-11-24.16:16:27,8,11428767,93278857,11428767,93278857,1,-1,-1,-1,-1
exit.1,renault,1,7.720,2015-11-24.16:16:36,3239334,3239334,7491035,3239334,7491035,1,-1,-1,-1,-1
exit.3,renault,1,7.190,2015-11-24.16:16:45,2356294,2356294,7047332,2356294,7047332,1,-1,-1,-1,-1
extinction.4,renault,1,8.400,2015-11-24.16:16:56,2001372,2001372,7116790,2001372,7116790,1,-1,-1,-1,-1
firewire_tree.5,renault,1,43.380,2015-11-24.16:18:41,3807023,3807023,18225703,3807023,18225703,1,-1,-1,-1,-1
fischer.3,renault,1,15.220,2015-11-24.16:18:57,1,2896705,12280586,2896705,12280586,1,-1,-1,-1,-1
fischer.4,renault,1,6.580,2015-11-24.16:19:04,1,1272254,4609671,1272254,4609671,1,-1,-1,-1,-1
fischer.6,renault,1,40.280,2015-11-24.16:19:45,1,8321728,33454191,8321728,33454191,1,-1,-1,-1,-1
frogs.4,renault,1,45.090,2015-11-24.16:20:31,17443219,17443219,36286061,17443219,36286061,1,-1,-1,-1,-1
iprotocol.3,renault,1,4.580,2015-11-24.16:20:37,244098,1013456,3412754,1013456,3412754,1,-1,-1,-1,-1
iprotocol.4,renault,1,12.510,2015-11-24.16:20:50,1037386,3290916,11071177,3290916,11071177,1,-1,-1,-1,-1
iprotocol.5,renault,1,107.220,2015-11-24.16:22:38,11018902,31071582,104572634,31071582,104572634,1,-1,-1,-1,-1
krebs.4,renault,1,5.580,2015-11-24.16:22:45,1047405,1047405,5246321,1047405,5246321,1,-1,-1,-1,-1
lamport.5,renault,1,4.800,2015-11-24.16:22:50,140496,1066800,3630664,1066800,3630664,1,-1,-1,-1,-1
lamport.6,renault,1,31.920,2015-11-24.16:23:23,1371572,8717688,31502176,8717688,31502176,1,-1,-1,-1,-1
lamport_nonatomic.4,renault,1,8.280,2015-11-24.16:23:36,1,1257304,5360727,1257304,5360727,1,-1,-1,-1,-1
lann.3,renault,1,10.600,2015-11-24.16:23:48,224688,1832139,8725188,1832139,8725188,1,-1,-1,-1,-1
leader_election.5,renault,1,40.470,2015-11-24.16:24:32,4803952,4803952,28064092,4803952,28064092,1,-1,-1,-1,-1
leader_filters.5,renault,1,5.080,2015-11-24.16:24:38,1572886,1572886,4684565,1572886,4684565,1,-1,-1,-1,-1
leader_filters.7,renault,1,82.550,2015-11-24.16:26:02,26302351,26302351,91692858,26302351,91692858,1,-1,-1,-1,-1
lifts.7,renault,1,21.100,2015-11-24.16:26:29,136013,5126781,13631916,5126781,13631916,1,-1,-1,-1,-1
lifts.8,renault,1,45.200,2015-11-24.16:27:19,1592420,12359648,31993172,12359648,31993172,1,-1,-1,-1,-1
lup.3,renault,1,7.090,2015-11-24.16:27:29,1,1948617,3621672,1948617,3621672,1,-1,-1,-1,-1
lup.4,renault,1,26.690,2015-11-24.16:27:58,1,7479540,13974930,7479540,13974930,1,-1,-1,-1,-1
msmie.4,renault,1,19.950,2015-11-24.16:28:29,414699,7125441,11056210,7125441,11056210,1,-1,-1,-1,-1
needham.4,renault,1,19.240,2015-11-24.16:28:51,6525019,6525019,22203081,6525019,22203081,1,-1,-1,-1,-1
peterson.4,renault,1,5.660,2015-11-24.16:28:58,29115,1119560,3864896,1119560,3864896,1,-1,-1,-1,-1
pgm_protocol.6,renault,1,13.920,2015-11-24.16:29:15,2659121,2659550,8510552,2659550,8510552,1,-1,-1,-1,-1
pgm_protocol.8,renault,1,13.110,2015-11-24.16:29:31,3067750,3069390,7125121,3069390,7125121,1,-1,-1,-1,-1
production_cell.5,renault,1,19.000,2015-11-24.16:29:51,1,4211856,13072120,4211856,13072120,1,-1,-1,-1,-1
public_subscribe.2,renault,1,8.060,2015-11-24.16:30:02,287436,1846603,6087556,1846603,6087556,1,-1,-1,-1,-1
public_subscribe.3,renault,1,8.090,2015-11-24.16:30:12,287436,1846603,6087556,1846603,6087556,1,-1,-1,-1,-1
public_subscribe.4,renault,1,8.580,2015-11-24.16:30:23,287436,1846603,6087556,1846603,6087556,1,-1,-1,-1,-1
resistance.1,renault,1,45.970,2015-11-24.16:31:09,3,13762624,32052024,13762624,32052024,1,-1,-1,-1,-1
rether.4,renault,1,4.440,2015-11-24.16:31:16,97332,1157052,1535386,1157052,1535386,1,-1,-1,-1,-1
rether.5,renault,1,9.370,2015-11-24.16:31:27,2,3017044,3302351,3017044,3302351,1,-1,-1,-1,-1
rether.6,renault,1,19.680,2015-11-24.16:31:50,478204,5919694,7822384,5919694,7822384,1,-1,-1,-1,-1
rether.7,renault,1,14.440,2015-11-24.16:32:07,2,4789409,5317199,4789409,5317199,1,-1,-1,-1,-1
schedule_world.2,renault,1,16.200,2015-11-24.16:32:24,26018,1570340,14308706,1570340,14308706,1,-1,-1,-1,-1
sorter.3,renault,1,3.970,2015-11-24.16:32:30,1177164,1288478,2740540,1288478,2740540,1,-1,-1,-1,-1
sorter.4,renault,1,29.650,2015-11-24.16:33:01,6857056,13184427,27051822,13184427,27051822,1,-1,-1,-1,-1
synapse.4,renault,1,8.620,2015-11-24.16:33:14,585635,2292286,4921830,2292286,4921830,1,-1,-1,-1,-1
synapse.7,renault,1,31.830,2015-11-24.16:33:51,2891451,10198141,19893297,10198141,19893297,1,-1,-1,-1,-1
szymanski.3,renault,1,6.340,2015-11-24.16:33:59,8,1128424,4234041,1128424,4234041,1,-1,-1,-1,-1
szymanski.4,renault,1,11.900,2015-11-24.16:34:13,8,2313863,8550392,2313863,8550392,1,-1,-1,-1,-1
telephony.4,renault,1,65.120,2015-11-24.16:35:21,411677,12291552,64110312,12291552,64110312,1,-1,-1,-1,-1
telephony.7,renault,1,113.730,2015-11-24.16:37:17,1218609,21960308,114070470,21960308,114070470,1,-1,-1,-1,-1
adding.3,ufscc,64,0.410,2015-11-24.16:37:19,1894376,1894376,2921634,2177984,3454243,1,0,1147693,0,2177984
adding.4,ufscc,64,0.390,2015-11-24.16:37:20,3370680,3370680,5201282,3679924,5783435,1,0,1965889,0,3679924
adding.5,ufscc,64,0.480,2015-11-24.16:37:21,5271456,5271456,8135364,5767723,9042051,1,0,3080508,0,5767723
adding.6,ufscc,64,0.600,2015-11-24.16:37:24,7609684,7609684,11746148,8633760,13648313,1,0,4581753,0,8633760
at.3,ufscc,64,0.460,2015-11-24.16:37:26,1,1711620,6075360,1914667,6820596,1,2367,0,4533989,1761139
at.4,ufscc,64,1.150,2015-11-24.16:37:31,1,6597245,25470140,7312853,28258312,1,2023,0,19457650,6764088
bakery.5,ufscc,64,1.020,2015-11-24.16:37:34,1000072,7866401,27018304,8564858,29513647,1,0,3338663,16346864,8027852
bakery.6,ufscc,64,1.300,2015-11-24.16:37:38,2636212,11845035,40400559,12381361,42244679,1,0,7264210,21735621,11954298
bopdp.3,ufscc,64,0.500,2015-11-24.16:37:41,1023793,1040953,2747408,1724634,4887390,1,0,2443708,19617,1710198
brp2.6,ufscc,64,0.840,2015-11-24.16:37:44,25312,5742313,9058624,8100335,13154146,1,0,18891,4060202,7550261
brp.4,ufscc,64,1.270,2015-11-24.16:37:47,1696242,12068447,25085950,13196540,27590602,1,0,1990472,11756965,12684921
brp.5,ufscc,64,1.440,2015-11-24.16:37:52,2500602,17740267,36903290,18947913,39595339,1,0,2935703,17071114,18405120
cambridge.6,ufscc,64,0.670,2015-11-24.16:37:55,8413,3354295,9483191,3572188,10139759,1,0,9972,6290399,3434078
cambridge.7,ufscc,64,2.670,2015-11-24.16:38:01,127380,11465015,54850496,12157650,58636987,1,0,385191,43327665,11557156
elevator2.3,ufscc,64,5.570,2015-11-24.16:38:09,1,7667712,55377920,8654784,64176404,1,0,0,49772928,8125788
elevator_planning.2,ufscc,64,5.810,2015-11-24.16:38:16,8,11428767,93278857,11534160,94165893,1,11534153,0,70473467,11440010
exit.1,ufscc,64,0.450,2015-11-24.16:38:19,3239334,3239334,7491035,3526587,8477904,1,0,4557612,0,3526587
exit.3,ufscc,64,0.420,2015-11-24.16:38:24,2356294,2356294,7047332,2447669,7536881,1,0,4822656,0,2447669
extinction.4,ufscc,64,0.470,2015-11-24.16:38:27,2001372,2001372,7116790,2298875,8218711,1,0,5473666,0,2298875
firewire_tree.5,ufscc,64,1.330,2015-11-24.16:39:49,3807023,3807023,18225703,4563704,22087600,1,0,16062539,0,4563704
fischer.3,ufscc,64,0.680,2015-11-24.16:39:52,1,2896705,12280586,3171248,13665227,1,7658,0,9507983,2913408
fischer.4,ufscc,64,0.410,2015-11-24.16:39:55,1,1272254,4609671,1320965,4891560,1,1412,0,3384195,1283119
fischer.6,ufscc,64,1.240,2015-11-24.16:39:58,1,8321728,33454191,8478304,34445331,1,4889,0,25236016,8336027
frogs.4,ufscc,64,1.190,2015-11-24.16:40:01,17443219,17443219,36286061,17921001,37401227,1,0,19152245,0,17921001
iprotocol.3,ufscc,64,0.470,2015-11-24.16:40:04,244098,1013456,3412754,1834405,6392210,1,0,1875563,1347989,1543141
iprotocol.4,ufscc,64,1.040,2015-11-24.16:40:06,1037386,3290916,11071177,6496558,22986942,1,0,6976763,4024287,5482315
iprotocol.5,ufscc,64,6.410,2015-11-24.16:40:15,11018902,31071582,104572634,53863334,187844854,1,0,64519446,33131114,46970151
krebs.4,ufscc,64,0.430,2015-11-24.16:40:16,1047405,1047405,5246321,1117204,5622650,1,0,4267588,0,1117204
lamport.5,ufscc,64,0.330,2015-11-24.16:40:18,140496,1066800,3630664,1215995,4155899,1,0,688721,2010683,1115811
lamport.6,ufscc,64,1.010,2015-11-24.16:40:21,1371572,8717688,31502176,9960912,36023766,1,0,6354469,17823205,8970452
lamport_nonatomic.4,ufscc,64,0.540,2015-11-24.16:40:30,1,1257304,5360727,1323759,5644353,1,156607,0,3992330,1274432
lann.3,ufscc,64,0.490,2015-11-24.16:40:32,224688,1832139,8725188,1912331,9098747,1,0,786096,6177577,1846771
leader_election.5,ufscc,64,1.170,2015-11-24.16:40:38,4803952,4803952,28064092,4842336,28241660,1,0,23302848,0,4842336
