model,alg,workers,time,date,sccs,ustates,utrans,tstates,ttrans,initstates,selfloop,claimdead,claimfound,claimsuccess

livej,tarjan,1,2.888175,2015-09-01.19:06:49,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,tarjan,1,0.896477,2015-09-01.19:06:52,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,tarjan,1,1.330749,2015-09-01.19:06:55,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,tarjan,1,9.950402,2015-09-01.19:07:14,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,tarjan,1,8.321376,2015-09-01.19:07:30,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
livej,tarjan,1,2.831529,2015-09-01.19:08:44,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,tarjan,1,0.899961,2015-09-01.19:08:46,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,tarjan,1,1.408365,2015-09-01.19:08:50,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,tarjan,1,9.965379,2015-09-01.19:09:08,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,tarjan,1,8.25406,2015-09-01.19:09:25,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,tarjan,1,1.563789,2015-09-01.19:09:38,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,tarjan,1,4.192542,2015-09-01.19:09:52,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,ufscc,1,6.831483,2015-09-01.19:10:04,971232,4847571,68993773,4847571,68993773,402126,518382,2232250,61797696,4445445
patent,ufscc,1,1.594451,2015-09-01.19:10:07,3774768,3774768,16518948,3774768,16518948,871085,1,13615264,0,2903683
pokec,ufscc,1,3.309793,2015-09-01.19:10:13,325893,1632804,30622564,1632804,30622564,115911,0,1223988,27881683,1516893
livej,ufscc,2,4.002596,2015-09-01.19:11:53,971232,4847571,68993773,4957034,74872452,402005,543095,2345601,67493590,4490166
patent,ufscc,2,1.026778,2015-09-01.19:11:56,3774768,3774768,16518948,3774841,16519430,862099,1,13606666,0,2912763
pokec,ufscc,2,1.794843,2015-09-01.19:12:00,325893,1632804,30622564,1646001,31350525,115974,0,1241148,28592340,1517037
livej,tarjan,1,2.863886,2015-09-01.19:15:07,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,tarjan,1,0.907573,2015-09-01.19:15:10,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,tarjan,1,1.344758,2015-09-01.19:15:14,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,tarjan,1,10.103782,2015-09-01.19:15:32,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,tarjan,1,8.376403,2015-09-01.19:15:49,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,tarjan,1,1.675297,2015-09-01.19:16:01,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,tarjan,1,4.235548,2015-09-01.19:16:15,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,ufscc,1,6.867816,2015-09-01.19:16:28,971232,4847571,68993773,4847571,68993773,402126,518382,2232250,61797696,4445445
patent,ufscc,1,1.603982,2015-09-01.19:16:31,3774768,3774768,16518948,3774768,16518948,871085,1,13615264,0,2903683
pokec,ufscc,1,3.314065,2015-09-01.19:16:37,325893,1632804,30622564,1632804,30622564,115911,0,1223988,27881683,1516893
random,ufscc,1,20.061039,2015-09-01.19:17:05,877,10000001,100000000,10000001,100000000,423,0,8134,89992288,9999578
rmat,ufscc,1,17.878174,2015-09-01.19:17:31,2247072,9999994,100000000,9999994,100000000,1686096,0,1838376,89847726,8313898
ssca2,ufscc,1,5.396418,2015-09-01.19:17:47,31,1048577,157877986,1048577,157877986,22,0,71,156829360,1048555
wiki-links,ufscc,1,10.153916,2015-09-01.19:18:07,2002220,5710993,130160392,5710993,130160392,1963865,12285,3698720,122702259,3747128
livej,ufscc,2,3.835304,2015-09-01.19:18:16,971232,4847571,68993773,4905158,72326812,401911,532003,2295334,65031062,4468413
patent,ufscc,2,0.991894,2015-09-01.19:18:19,3774768,3774768,16518948,3774823,16519209,862151,1,13606509,0,2912699
pokec,ufscc,2,1.805267,2015-09-01.19:18:23,325893,1632804,30622564,1675595,32689032,115970,0,1273741,29891411,1523880
random,ufscc,2,11.356175,2015-09-01.19:18:43,877,10000001,100000000,10363050,102858317,424,0,8285,92850349,9999683
rmat,ufscc,2,9.616026,2015-09-01.19:19:01,2247072,9999994,100000000,10240669,105125130,1686100,0,1911480,94895736,8317914
ssca2,ufscc,2,3.198867,2015-09-01.19:19:15,31,1048577,157877986,1051434,158296158,23,0,73,157244661,1051424
wiki-links,ufscc,2,5.723978,2015-09-01.19:19:30,2002220,5710993,130160392,5852314,139161529,1962892,13427,3701215,131650904,3795983
livej,ufscc,4,2.064483,2015-09-01.19:19:38,971232,4847571,68993773,4870241,71021573,401328,524313,2260038,63780898,4456324
patent,ufscc,4,0.609271,2015-09-01.19:19:40,3774768,3774768,16518948,3774967,16520204,844587,1,13589759,0,2930444
pokec,ufscc,4,1.017781,2015-09-01.19:19:44,325893,1632804,30622564,1664187,32242667,116172,0,1262894,29459094,1520679
random,ufscc,4,5.694869,2015-09-01.19:19:58,877,10000001,100000000,10298595,102986670,426,0,8287,92978635,9999748
rmat,ufscc,4,5.205427,2015-09-01.19:20:11,2247072,9999994,100000000,10199350,105903995,1686103,0,1915023,95673569,8315403
ssca2,ufscc,4,1.728361,2015-09-01.19:20:23,31,1048577,157877986,1109214,167176174,25,0,72,166113877,1062225
wiki-links,ufscc,4,2.891622,2015-09-01.19:20:36,2002220,5710993,130160392,5757015,134820382,1962680,12690,3699417,127347753,3760522
livej,ufscc,6,1.542117,2015-09-01.19:20:43,971232,4847571,68993773,4991229,78480969,401013,556331,2410181,71017006,4497451
patent,ufscc,6,0.436477,2015-09-01.19:20:45,3774768,3774768,16518948,3774905,16519795,833657,1,13578489,0,2941305
pokec,ufscc,6,0.684981,2015-09-01.19:20:48,325893,1632804,30622564,1705803,34053263,116624,0,1309711,31220981,1522571
random,ufscc,6,3.860432,2015-09-01.19:21:00,877,10000001,100000000,10075255,100753071,428,0,8158,90745200,9999713
rmat,ufscc,6,3.601981,2015-09-01.19:21:12,2247072,9999994,100000000,10181892,104557925,1686121,0,1903809,94337590,8316526
ssca2,ufscc,6,1.14321,2015-09-01.19:21:24,31,1048577,157877986,1113960,166433338,27,0,115,165366013,1067210
wiki-links,ufscc,6,2.131221,2015-09-01.19:21:36,2002220,5710993,130160392,5847137,143206045,1963699,13734,3703404,135696988,3791919
livej,ufscc,8,1.142038,2015-09-01.19:21:42,971232,4847571,68993773,4894087,73341094,400872,532196,2312227,66033310,4463361
patent,ufscc,8,0.356374,2015-09-01.19:21:44,3774768,3774768,16518948,3775120,16521032,827441,1,13573168,0,2947863
pokec,ufscc,8,0.551394,2015-09-01.19:21:47,325893,1632804,30622564,1717754,35041236,117353,0,1332427,32186220,1522589
random,ufscc,8,3.168603,2015-09-01.19:21:59,877,10000001,100000000,10085812,100857685,430,0,8175,90848931,10000579
rmat,ufscc,8,2.77437,2015-09-01.19:22:10,2247072,9999994,100000000,10271857,106508965,1686114,0,1935715,96253098,8320152
ssca2,ufscc,8,1.015113,2015-09-01.19:22:22,31,1048577,157877986,1325808,196032861,29,0,275,194945909,1086677
wiki-links,ufscc,8,1.610509,2015-09-01.19:22:33,2002220,5710993,130160392,5842381,141250004,1963045,13409,3702609,133745434,3788552
livej,ufscc,12,0.921255,2015-09-01.19:22:39,971232,4847571,68993773,4918137,75295388,400557,539079,2334671,67952052,4469586
patent,ufscc,12,0.308281,2015-09-01.19:22:41,3774768,3774768,16518948,3775201,16521978,822301,1,13568862,0,2953115
pokec,ufscc,12,0.412155,2015-09-01.19:22:44,325893,1632804,30622564,1698747,33423319,117462,0,1291776,30613137,1518406
random,ufscc,12,2.433344,2015-09-01.19:22:55,877,10000001,100000000,10222448,102241199,434,0,8223,92232443,10000533
rmat,ufscc,12,2.164138,2015-09-01.19:23:05,2247072,9999994,100000000,10262046,106008298,1686117,0,1932178,95759987,8316133
ssca2,ufscc,12,0.736015,2015-09-01.19:23:16,31,1048577,157877986,1383725,206125747,33,0,164,205028095,1097488
wiki-links,ufscc,12,1.184382,2015-09-01.19:23:28,2002220,5710993,130160392,5792677,138756087,1963932,13328,3702270,131269049,3771440
livej,ufscc,16,0.86505,2015-09-01.19:23:34,971232,4847571,68993773,5083331,83816097,400482,582849,2527510,76189367,4516371
patent,ufscc,16,0.263214,2015-09-01.19:23:36,3774768,3774768,16518948,3775136,16521585,819014,1,13565272,0,2956312
pokec,ufscc,16,0.364387,2015-09-01.19:23:38,325893,1632804,30622564,1745693,36775775,118452,0,1369906,33883799,1522070
random,ufscc,16,1.908813,2015-09-01.19:23:49,877,10000001,100000000,10324567,103247913,438,0,8255,93238866,10000792
rmat,ufscc,16,1.794588,2015-09-01.19:23:59,2247072,9999994,100000000,10517754,111334437,1686125,0,2022991,100983832,8327614
ssca2,ufscc,16,0.610037,2015-09-01.19:24:10,31,1048577,157877986,1501741,223062854,37,0,221,221950404,1112229
wiki-links,ufscc,16,1.095186,2015-09-01.19:24:21,2002220,5710993,130160392,5887001,148012110,1964343,14559,3706388,140509846,3781317
livej,ufscc,24,0.690236,2015-09-01.19:24:27,971232,4847571,68993773,4992064,81769151,400167,562371,2453037,74273272,4480471
patent,ufscc,24,0.224782,2015-09-01.19:24:29,3774768,3774768,16518948,3775573,16524764,813177,1,13562037,0,2962726
pokec,ufscc,24,0.302382,2015-09-01.19:24:32,325893,1632804,30622564,1768424,38139033,118652,0,1408292,35208243,1522498
random,ufscc,24,1.596826,2015-09-01.19:24:42,877,10000001,100000000,10248612,102499135,446,0,8243,92487952,10002940
rmat,ufscc,24,1.484163,2015-09-01.19:24:51,2247072,9999994,100000000,10399988,109525827,1686131,0,1990788,99213960,8321079
ssca2,ufscc,24,0.462869,2015-09-01.19:25:02,31,1048577,157877986,1747686,254495840,45,0,559,253371239,1124042
wiki-links,ufscc,24,1.059302,2015-09-01.19:25:13,2002220,5710993,130160392,6294247,182251097,1964924,18404,3719661,174660329,3852703
livej,ufscc,32,0.790276,2015-09-01.19:25:20,971232,4847571,68993773,5099930,87835877,400235,592227,2619976,80116389,4507285
patent,ufscc,32,0.241251,2015-09-01.19:25:21,3774768,3774768,16518948,3776028,16528083,818198,1,13569712,0,2958370
pokec,ufscc,32,0.299223,2015-09-01.19:25:24,325893,1632804,30622564,1898574,43027790,118460,0,1566775,39926515,1534500
random,ufscc,32,2.054739,2015-09-01.19:25:34,877,10000001,100000000,10297355,102955001,454,0,8284,92942372,10004345
rmat,ufscc,32,1.375567,2015-09-01.19:25:44,2247072,9999994,100000000,10243751,105445831,1686145,0,1926486,95200854,8318491
ssca2,ufscc,32,0.462736,2015-09-01.19:25:55,31,1048577,157877986,2282737,325097934,53,0,1482,323926129,1170323
wiki-links,ufscc,32,0.926434,2015-09-01.19:26:06,2002220,5710993,130160392,5966590,160848703,1964506,16378,3712000,153321557,3798768
livej,ufscc,48,0.727284,2015-09-01.19:26:12,971232,4847571,68993773,5076147,84573789,400210,577691,2544046,76964051,4488001
patent,ufscc,48,0.29701,2015-09-01.19:26:14,3774768,3774768,16518948,3775717,16526277,815167,1,13565407,0,2960869
pokec,ufscc,48,0.286297,2015-09-01.19:26:16,325893,1632804,30622564,1835738,41292868,117482,0,1486368,38279028,1527472
random,ufscc,48,1.661064,2015-09-01.19:26:26,877,10000001,100000000,10354016,103677745,470,0,8348,93664328,10005069
rmat,ufscc,48,1.43763,2015-09-01.19:26:36,2247072,9999994,100000000,10263671,105583477,1686155,0,1931129,95327770,8324578
ssca2,ufscc,48,0.37985,2015-09-01.19:26:47,31,1048577,157877986,2494790,369400599,69,0,1300,368192993,1206306
wiki-links,ufscc,48,0.945563,2015-09-01.19:26:58,2002220,5710993,130160392,6005018,163231975,1965057,16744,3713757,155708589,3792885
livej,ufscc,64,0.725235,2015-09-01.19:27:04,971232,4847571,68993773,5107092,84544446,400419,579600,2562457,76923449,4478940
patent,ufscc,64,0.270288,2015-09-01.19:27:06,3774768,3774768,16518948,3776332,16531427,821989,1,13576601,0,2954825
pokec,ufscc,64,0.275001,2015-09-01.19:27:09,325893,1632804,30622564,1803573,39947223,117258,0,1455973,36967088,1524162
random,ufscc,64,1.569664,2015-09-01.19:27:18,877,10000001,100000000,10216652,102207368,486,0,8216,92192412,10006740
rmat,ufscc,64,1.445378,2015-09-01.19:27:28,2247072,9999994,100000000,10295625,107669140,1686179,0,1950430,97395820,8322890
ssca2,ufscc,64,0.367373,2015-09-01.19:27:39,31,1048577,157877986,3014289,444901411,86,0,1829,443638428,1261154
wiki-links,ufscc,64,0.992467,2015-09-01.19:27:50,2002220,5710993,130160392,6060055,176510888,1964434,17812,3722541,168973692,3796843
livej,hong,1,1.951765,2015-09-01.19:27:57,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,1,0.59562,2015-09-01.19:27:59,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,1,0.634569,2015-09-01.19:28:02,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,1,5.375617,2015-09-01.19:28:16,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,1,4.288476,2015-09-01.19:28:29,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,1,3.170163,2015-09-01.19:28:43,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,1,2.496476,2015-09-01.19:28:55,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,2,1.27185,2015-09-01.19:29:02,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,2,0.367364,2015-09-01.19:29:04,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,2,0.467916,2015-09-01.19:29:07,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,2,3.411098,2015-09-01.19:29:18,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,2,2.66852,2015-09-01.19:29:29,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,2,1.878392,2015-09-01.19:29:42,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,2,1.801105,2015-09-01.19:29:54,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,4,1.09813,2015-09-01.19:30:00,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,4,0.208368,2015-09-01.19:30:02,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,4,0.365864,2015-09-01.19:30:05,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,4,2.066508,2015-09-01.19:30:15,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,4,1.915777,2015-09-01.19:30:25,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,4,0.999163,2015-09-01.19:30:37,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,4,1.563228,2015-09-01.19:30:48,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,6,0.868266,2015-09-01.19:30:54,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,6,0.161795,2015-09-01.19:30:56,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,6,0.333862,2015-09-01.19:30:59,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,6,1.636999,2015-09-01.19:31:09,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,6,1.615848,2015-09-01.19:31:19,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,6,0.711918,2015-09-01.19:31:30,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,6,1.314551,2015-09-01.19:31:41,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,8,0.781254,2015-09-01.19:31:47,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,8,0.166366,2015-09-01.19:31:49,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,8,0.295923,2015-09-01.19:31:52,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,8,1.421773,2015-09-01.19:32:02,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,8,1.422563,2015-09-01.19:32:11,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,8,0.570573,2015-09-01.19:32:23,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,8,1.007225,2015-09-01.19:32:33,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,12,0.652054,2015-09-01.19:32:39,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,12,0.13057,2015-09-01.19:32:41,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,12,0.250148,2015-09-01.19:32:44,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,12,1.198933,2015-09-01.19:32:53,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,12,1.162532,2015-09-01.19:33:03,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,12,0.414318,2015-09-01.19:33:14,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,12,0.798392,2015-09-01.19:33:25,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,16,0.579027,2015-09-01.19:33:31,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,16,0.123914,2015-09-01.19:33:32,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,16,0.226175,2015-09-01.19:33:35,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,16,1.127527,2015-09-01.19:33:44,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,16,1.112072,2015-09-01.19:33:54,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,16,0.350828,2015-09-01.19:34:06,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,16,0.71636,2015-09-01.19:34:16,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,24,0.460625,2015-09-01.19:34:22,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,24,0.119913,2015-09-01.19:34:24,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,24,0.17551,2015-09-01.19:34:26,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,24,1.316943,2015-09-01.19:34:36,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,24,0.893725,2015-09-01.19:34:45,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,24,0.290276,2015-09-01.19:34:56,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,24,0.832075,2015-09-01.19:35:07,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,32,0.406324,2015-09-01.19:35:12,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,32,0.102611,2015-09-01.19:35:14,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,32,0.161281,2015-09-01.19:35:17,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,32,1.011282,2015-09-01.19:35:26,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,32,0.833416,2015-09-01.19:35:35,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,32,0.260712,2015-09-01.19:35:46,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,32,0.613189,2015-09-01.19:35:56,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,48,0.347377,2015-09-01.19:36:02,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,48,0.072309,2015-09-01.19:36:04,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,48,0.137703,2015-09-01.19:36:07,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,48,0.826446,2015-09-01.19:36:15,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,48,0.618462,2015-09-01.19:36:24,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,48,0.216346,2015-09-01.19:36:35,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,48,0.503789,2015-09-01.19:36:46,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,hong,64,0.288862,2015-09-01.19:36:51,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,hong,64,0.058705,2015-09-01.19:36:53,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,hong,64,0.115073,2015-09-01.19:36:55,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,hong,64,0.698033,2015-09-01.19:37:04,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,hong,64,0.500681,2015-09-01.19:37:13,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,hong,64,0.187476,2015-09-01.19:37:24,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,hong,64,0.392806,2015-09-01.19:37:35,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,tarjan,1,2.883783,2015-09-01.19:37:43,971232,4847571,68993773,-1,-1,1,-1,-1,-1,-1
patent,tarjan,1,0.894304,2015-09-01.19:37:45,3774768,3774768,16518948,-1,-1,1,-1,-1,-1,-1
pokec,tarjan,1,1.398943,2015-09-01.19:37:49,325893,1632804,30622564,-1,-1,1,-1,-1,-1,-1
random,tarjan,1,9.613636,2015-09-01.19:38:07,877,10000001,100000000,-1,-1,1,-1,-1,-1,-1
rmat,tarjan,1,8.337395,2015-09-01.19:38:24,2247072,9999994,100000000,-1,-1,1,-1,-1,-1,-1
ssca2,tarjan,1,1.645528,2015-09-01.19:38:36,31,1048577,157877986,-1,-1,1,-1,-1,-1,-1
wiki-links,tarjan,1,4.200903,2015-09-01.19:38:50,2002220,5710993,130160392,-1,-1,1,-1,-1,-1,-1
livej,ufscc,1,6.889776,2015-09-01.19:39:03,971232,4847571,68993773,4847571,68993773,402126,518382,2232250,61797696,4445445
patent,ufscc,1,1.61406,2015-09-01.19:39:06,3774768,3774768,16518948,3774768,16518948,871085,1,13615264,0,2903683
pokec,ufscc,1,3.313811,2015-09-01.19:39:12,325893,1632804,30622564,1632804,30622564,115911,0,1223988,27881683,1516893
random,ufscc,1,20.191877,2015-09-01.19:39:40,877,10000001,100000000,10000001,100000000,423,0,8134,89992288,9999578
rmat,ufscc,1,17.807381,2015-09-01.19:40:06,2247072,9999994,100000000,9999994,100000000,1686096,0,1838376,89847726,8313898
ssca2,ufscc,1,5.48702,2015-09-01.19:40:23,31,1048577,157877986,1048577,157877986,22,0,71,156829360,1048555
wiki-links,ufscc,1,10.089217,2015-09-01.19:40:43,2002220,5710993,130160392,5710993,130160392,1963865,12285,3698720,122702259,3747128
livej,ufscc,2,3.957206,2015-09-01.19:40:52,971232,4847571,68993773,4999867,76264264,401931,549695,2372911,68821956,4519702
patent,ufscc,2,0.997153,2015-09-01.19:40:55,3774768,3774768,16518948,3774789,16519060,862098,1,13606363,0,2912696
pokec,ufscc,2,1.840449,2015-09-01.19:41:00,325893,1632804,30622564,1685345,32874861,115970,0,1281607,30069602,1523652
random,ufscc,2,10.784754,2015-09-01.19:41:19,877,10000001,100000000,10191795,100312814,424,0,8153,90304970,9999691
rmat,ufscc,2,9.79138,2015-09-01.19:41:37,2247072,9999994,100000000,10341888,108033141,1686101,0,1956996,97761030,8315115
ssca2,ufscc,2,3.241106,2015-09-01.19:41:51,31,1048577,157877986,1051106,158238501,23,0,73,157187324,1051104
wiki-links,ufscc,2,5.479498,2015-09-01.19:42:06,2002220,5710993,130160392,5737085,133088035,1962880,12518,3699175,125624785,3751557
livej,ufscc,4,2.071512,2015-09-01.19:42:14,971232,4847571,68993773,4934253,74589197,401348,540614,2337561,67239340,4471682
patent,ufscc,4,0.601122,2015-09-01.19:42:16,3774768,3774768,16518948,3774929,16520042,844482,1,13589541,0,2930500
pokec,ufscc,4,0.978649,2015-09-01.19:42:19,325893,1632804,30622564,1667675,32433595,116170,0,1266665,29646989,1519941
random,ufscc,4,6.055756,2015-09-01.19:42:33,877,10000001,100000000,10247379,102463257,426,0,8255,92455243,9999759
rmat,ufscc,4,5.282098,2015-09-01.19:42:47,2247072,9999994,100000000,10520025,112681636,1686105,0,2026451,102325157,8330028
ssca2,ufscc,4,1.741383,2015-09-01.19:42:59,31,1048577,157877986,1109637,167249977,25,0,72,166187778,1062127
wiki-links,ufscc,4,3.904613,2015-09-01.19:43:13,2002220,5710993,130160392,6568793,186061337,1962687,19014,3718908,178348704,3974711
livej,ufscc,6,1.564854,2015-09-01.19:43:20,971232,4847571,68993773,4939507,75661466,401015,543011,2361431,68273482,4483542
patent,ufscc,6,0.442657,2015-09-01.19:43:22,3774768,3774768,16518948,3774959,16520522,833813,1,13579286,0,2941235
pokec,ufscc,6,0.690823,2015-09-01.19:43:25,325893,1632804,30622564,1668679,32639248,116829,0,1271273,29849141,1518834
random,ufscc,6,4.15459,2015-09-01.19:43:38,877,10000001,100000000,10204137,101909429,428,0,8226,91901365,9999838
rmat,ufscc,6,3.993713,2015-09-01.19:43:50,2247072,9999994,100000000,11386469,125849453,1686108,0,2292630,115204931,8351892
ssca2,ufscc,6,1.147904,2015-09-01.19:44:02,31,1048577,157877986,1115216,166896794,27,0,203,165828813,1067778
wiki-links,ufscc,6,2.100522,2015-09-01.19:44:14,2002220,5710993,130160392,5880581,145222831,1963709,14484,3704527,137700375,3803445
livej,ufscc,8,1.124945,2015-09-01.19:44:20,971232,4847571,68993773,4890352,72054952,400871,529775,2284685,64780746,4459746
patent,ufscc,8,0.357276,2015-09-01.19:44:22,3774768,3774768,16518948,3775079,16520763,827329,1,13572872,0,2947890
pokec,ufscc,8,0.544901,2015-09-01.19:44:25,325893,1632804,30622564,1679402,33235155,117373,0,1287480,30427717,1519958
random,ufscc,8,3.425446,2015-09-01.19:44:37,877,10000001,100000000,10124980,101249427,430,0,8190,91241328,9999909
rmat,ufscc,8,2.835307,2015-09-01.19:44:48,2247072,9999994,100000000,10203787,104736027,1686110,0,1911719,94508696,8315612
ssca2,ufscc,8,1.014704,2015-09-01.19:45:00,31,1048577,157877986,1279961,191864204,29,0,147,190777609,1086448
wiki-links,ufscc,8,1.907979,2015-09-01.19:45:11,2002220,5710993,130160392,6064107,156907512,1963067,15503,3708663,149323337,3860009
livej,ufscc,12,0.924119,2015-09-01.19:45:18,971232,4847571,68993773,4982534,76546218,400637,551926,2383906,69131054,4479332
patent,ufscc,12,0.312203,2015-09-01.19:45:20,3774768,3774768,16518948,3775255,16522626,822155,1,13569316,0,2953309
pokec,ufscc,12,0.408214,2015-09-01.19:45:22,325893,1632804,30622564,1736914,34844020,117809,0,1331850,31991020,1521150
random,ufscc,12,2.374307,2015-09-01.19:45:33,877,10000001,100000000,10177549,101785653,434,0,8214,91777017,10000422
